latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
6.924429,79.90725,4,19800,Asia/Colombo,GMT+5:30,,,,,,,
,,,,,,,,,,,,
time,relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_sum (mm),weather_code (wmo code)
10/23/2007,89,96,82,28.4,24.2,31.3,35.2,29.4,25.9,12.9,12.9,63
10/24/2007,89,95,80,28.1,23.6,30,33.3,28.3,25.3,14.7,14.7,63
10/25/2007,89,96,76,29.1,23.7,30.7,36.1,28.6,25.5,17.9,17.9,63
10/26/2007,92,96,85,27.2,24.3,30.4,32.5,29.2,25.3,23.9,23.9,63
10/27/2007,87,94,76,28.7,23.3,31,35.2,27.9,25.8,4.4,4.4,61
10/28/2007,89,94,79,28.8,24.4,31,34.9,29.5,25.9,8.5,8.5,61
10/29/2007,91,94,81,28,24.5,31.1,33.3,28.9,26,7,7,55
10/30/2007,87,94,79,29.6,24,32,36.9,29.1,26.6,5.2,5.2,61
10/31/2007,85,94,72,29.3,23.8,32.4,35.2,29.1,26.9,1.3,1.3,51
11/1/2007,84,95,72,29.7,24.7,32.5,37,30.7,27,1.4,1.4,51
11/2/2007,88,96,73,29.6,23.9,31.3,36.3,29.2,25.9,9.8,9.8,63
11/3/2007,90,97,78,29.3,23.4,30.5,36.9,28,25.4,15.4,15.4,63
11/4/2007,88,94,76,28.4,23.8,30.8,34.5,28.2,25.6,7.9,7.9,63
11/5/2007,88,97,72,29.2,23,31,36.2,27.9,25.6,4.5,4.5,61
11/6/2007,87,95,74,28.7,23.6,30.7,35.1,28,25.6,9.1,9.1,63
11/7/2007,90,96,83,27.1,23.6,30.6,32.2,28.5,25.2,13.4,13.4,63
11/8/2007,89,98,80,28.3,23.3,30.5,35,28.2,25.4,5.2,5.2,55
11/9/2007,89,96,78,28.8,23.6,31.4,35.8,28.9,25.9,0.9,0.9,51
11/10/2007,83,95,66,29.1,22.8,31.1,34.7,27.3,26.1,1.3,1.3,53
11/11/2007,85,95,76,28.7,23.5,30.6,34.9,28,25.9,1.8,1.8,53
11/12/2007,84,96,65,29.7,23.2,30.6,34.8,27.8,25.9,3.3,3.3,61
11/13/2007,83,96,67,29.9,23.4,30.5,34.7,27.7,26.3,0.3,0.3,51
11/14/2007,74,89,57,30.1,23.9,29.8,33.5,27,26.6,0,0,3
11/15/2007,72,91,47,30.4,22.2,29,34.7,24.7,25.8,0,0,0
11/16/2007,73,90,53,30.3,22.5,29.1,34.8,25.4,26,0,0,1
11/17/2007,67,84,46,29.5,21.5,27.3,31.6,23.2,25.5,0,0,3
11/18/2007,73,90,55,30.7,22.1,29.7,34.7,24.3,26.1,0,0,3
11/19/2007,82,95,64,29.5,23,30.7,35.6,27,26,1.6,1.6,53
11/20/2007,87,97,68,29.9,23.3,30.9,36.1,28,25.7,12.1,12.1,63
11/21/2007,89,96,77,29.2,23.9,31.8,37.2,29.4,25.9,8.4,8.4,63
11/22/2007,91,98,75,29,23.5,30.9,36.2,28.6,25.4,30.5,30.5,63
11/23/2007,85,96,71,29.4,23.4,30.6,34.6,28.3,26,1.2,1.2,53
11/24/2007,81,90,69,29.6,23.8,30.6,34.7,27.5,26.5,0.9,0.9,51
11/25/2007,76,91,58,29.8,23.9,29.5,34.1,26.1,26.4,0,0,3
11/26/2007,75,93,55,29.4,22.2,28.1,33.2,24,25.2,0,0,3
11/27/2007,82,95,63,29.5,21.5,30.4,36,25.1,25.6,0,0,1
11/28/2007,82,95,59,30.8,23.3,31.4,35.5,27.8,26.7,0.1,0.1,51
11/29/2007,81,96,61,30.4,22.5,31.1,35.8,26.8,26.3,0.5,0.5,51
11/30/2007,77,95,52,30.9,23.5,30.7,34.8,27.5,26.5,0,0,1
12/1/2007,75,92,50,31,22.8,30.2,35.2,25.6,26.4,0,0,2
12/2/2007,82,95,64,29.4,22.3,30.5,34.9,26.2,25.7,2,2,55
12/3/2007,73,96,53,31,23.7,30.4,35.8,25.4,27,0,0,3
12/4/2007,68,81,53,31.2,23.6,29.3,34,25.6,26.9,0,0,3
12/5/2007,73,84,57,30.6,24,29.9,34.7,26.3,26.8,0.1,0.1,51
12/6/2007,70,89,49,31.4,22.7,29.5,35.3,25.3,26.8,0,0,2
12/7/2007,76,92,57,31,23.7,30,34.6,26,26.5,3.4,3.4,63
12/8/2007,80,93,57,31,23.6,30.7,35.9,27.1,26.3,1.1,1.1,51
12/9/2007,79,91,60,31.2,24,30.6,35.3,27.2,26.7,1,1,53
12/10/2007,75,94,55,31.2,23.6,30.8,34.5,27.8,27.1,0,0,3
12/11/2007,67,89,46,31.5,23.6,29.3,33.3,26.4,27.2,0,0,3
12/12/2007,72,86,52,30.7,23.8,28.8,33,26.7,26.4,0.7,0.7,51
12/13/2007,87,95,76,26.9,23.6,28.5,30.8,25.8,24.7,15.9,15.9,61
12/14/2007,91,96,85,26.7,23.8,29.4,31,28.1,25,27.6,27.6,63
12/15/2007,89,98,78,27.8,23.1,29.8,32.4,27.8,25.3,3.4,3.4,53
12/16/2007,85,94,69,28.9,23.5,28.7,32.2,27.2,25.5,0.8,0.8,51
12/17/2007,82,89,69,29.2,23.9,29.2,32.9,27.1,26,0,0,3
12/18/2007,92,97,87,25.6,23.3,29.4,30.7,27.9,24.5,20.8,20.8,63
12/19/2007,90,97,81,28.4,23.4,30.7,34.7,28.3,25.4,10,10,63
12/20/2007,91,98,81,28.6,23.6,31.1,35.4,28.9,25.5,17.8,17.8,63
12/21/2007,90,98,75,28.7,22.6,30.6,35.7,27.5,25.2,13.3,13.3,63
12/22/2007,91,97,79,27.3,23.6,29.7,31.5,28.2,25,3.7,3.7,55
12/23/2007,90,96,77,28.1,23.2,30.1,34.8,27.8,25,7,7,61
12/24/2007,85,97,66,29.1,22.2,30.4,34.7,26.6,25.5,0,0,3
12/25/2007,86,96,70,28.2,22.1,29.7,34.1,25.5,25.1,0.7,0.7,51
12/26/2007,76,95,49,28.9,19.5,27.3,32.5,21.9,24.2,0,0,2
12/27/2007,79,93,60,28.1,20.8,28,32.4,23.7,24.7,0,0,3
12/28/2007,78,91,59,28.9,21.8,28,32.6,24.2,25.1,0,0,3
12/29/2007,81,96,61,28.9,20.8,29.2,34.9,24.1,25.1,0,0,3
12/30/2007,78,97,54,29.6,21.1,28.7,33.5,24.3,25.1,0,0,1
12/31/2007,73,90,55,29.4,21.8,27.4,32,23.9,25.3,0,0,3
1/1/2008,70,82,54,29.3,22.3,26.8,31.1,23.8,25.3,0,0,1
1/2/2008,74,85,60,29,22.6,27.2,30.7,24.1,25.4,1.5,1.5,53
1/3/2008,83,90,75,26.9,23.8,27.8,29.8,26.3,24.9,1,1,51
1/4/2008,86,96,70,29.8,23.5,30.6,36,28,25.7,3.1,3.1,63
1/5/2008,87,98,68,30.1,22.6,30.2,35.3,27,25.5,4.5,4.5,63
1/6/2008,86,94,71,29.2,23.1,29.6,33.1,26.7,25.6,3.1,3.1,61
1/7/2008,80,88,72,27.6,23.2,27.8,30.7,25.3,25.2,0.2,0.2,51
1/8/2008,83,89,75,27.2,23.2,28.1,30.5,25.6,25.1,3.1,3.1,53
1/9/2008,83,91,72,28.9,23.6,29.2,33,26.5,25.5,4.2,4.2,63
1/10/2008,85,92,72,29.3,23.2,29.9,35.5,26.1,25.6,3.2,3.2,61
1/11/2008,89,97,74,28.9,23,29.9,34.7,27,25.3,6.2,6.2,63
1/12/2008,90,97,77,28,23.3,29.6,32.9,27.3,24.9,19.9,19.9,63
1/13/2008,89,97,74,28.7,23.2,30,33.9,27.4,25.2,11,11,63
1/14/2008,78,95,59,29.5,22,28.9,35.4,24.5,25.5,0,0,1
1/15/2008,74,86,54,29.3,21.8,27.2,32.3,23.8,24.9,0,0,0
1/16/2008,75,91,54,29.3,21,27.5,33,23,24.7,0,0,0
1/17/2008,74,89,55,29.6,21.4,27.1,32.7,23.4,24.9,0,0,1
1/18/2008,77,91,59,28.6,21.5,27.5,32.7,23.3,24.6,0,0,3
1/19/2008,75,87,58,28.6,21.2,27.7,32.9,23.2,24.8,0,0,3
1/20/2008,77,89,60,29.3,21.3,28.8,34.4,24,25.4,0,0,3
1/21/2008,86,96,70,29.1,23.2,30.1,35.1,26.9,25.5,28.1,28.1,65
1/22/2008,86,97,66,30.3,23.1,30.7,35.3,27.6,25.8,3.8,3.8,61
1/23/2008,79,94,57,30.3,22.7,30,34.8,25.7,26,0,0,1
1/24/2008,82,95,64,29.7,22.4,30.2,36.1,25.8,25.6,0,0,3
1/25/2008,84,97,66,29.4,22.2,30.6,35.2,26.1,25.8,0.5,0.5,51
1/26/2008,84,97,67,29.1,22.6,30.3,34.6,26.8,25.6,0,0,3
1/27/2008,84,94,71,28.6,22.8,30.3,34.3,26.9,25.7,1.4,1.4,51
1/28/2008,83,97,67,28.5,22.9,30.4,33.3,27.6,25.8,0.1,0.1,51
1/29/2008,83,97,62,29.8,22.3,30,33.9,26.4,25.8,0,0,3
1/30/2008,83,98,61,30.3,22.7,31.5,36,27.4,26.4,0,0,3
1/31/2008,81,96,62,29.8,22.9,31.2,35.2,27.4,26.4,0,0,2
2/1/2008,81,92,69,28.6,24.3,31,34.2,29.1,26.3,1.8,1.8,51
2/2/2008,79,95,62,29.8,22.9,31.3,35.8,27.4,26.4,0,0,3
2/3/2008,80,94,62,29.9,23.4,31.5,35.5,28.2,26.6,0.5,0.5,51
2/4/2008,76,92,48,31.8,24.4,31.9,35.7,29.5,27.4,0,0,3
2/5/2008,77,95,51,31.2,23.6,31.9,36.5,28.5,27.1,0,0,3
2/6/2008,87,96,72,28.9,23.9,31,34.8,28.7,25.8,20.9,20.9,63
2/7/2008,92,98,78,27.7,23.8,30.5,32.9,29.1,25.1,17.7,17.7,63
2/8/2008,86,96,72,28.5,23.5,30.8,33.5,28.1,25.8,0,0,3
2/9/2008,83,92,67,29.6,23.9,31.1,35.5,28.3,26.2,2.8,2.8,53
2/10/2008,83,94,67,29.8,24,31.9,36.3,28.7,26.5,1,1,51
2/11/2008,83,94,65,30.1,23.6,31.9,37.1,28.2,26.5,1.9,1.9,51
2/12/2008,84,96,65,30.2,22.7,31.2,36.9,26.9,26.1,1.4,1.4,51
2/13/2008,85,94,70,30,23.8,31.7,37.1,28.4,26.3,9,9,63
2/14/2008,86,96,69,30.5,22.4,31.5,37.8,26.9,26.1,3,3,61
2/15/2008,82,96,60,31.1,23.3,31.6,36.8,28.1,26.6,0.3,0.3,51
2/16/2008,83,94,66,31,23.6,31.6,38.2,27.5,26.4,8.2,8.2,63
2/17/2008,77,95,51,31.5,23,30.8,36,26.9,26.8,0,0,2
2/18/2008,79,92,60,30.5,21.9,30.8,37.7,25.2,26.2,0,0,1
2/19/2008,84,96,72,29.3,22.4,31.1,36.5,26.7,25.9,0.4,0.4,51
2/20/2008,87,96,76,29,22.8,31,36.3,27.1,25.7,0.7,0.7,53
2/21/2008,83,96,66,29.8,22.9,31.7,37.1,27.6,26.3,0.3,0.3,51
2/22/2008,79,95,46,32,22.5,31.5,36.8,26.6,26.7,0,0,1
2/23/2008,73,94,43,31.2,21.3,29.6,36,24,25.8,0,0,3
2/24/2008,67,90,37,30.3,21.3,28.1,33.3,23.1,25.4,0,0,3
2/25/2008,71,90,43,29.8,18.6,27,32.8,20.4,24.5,0,0,3
2/26/2008,73,91,49,30,19.8,28.8,35.5,22.3,25.3,1,1,51
2/27/2008,82,93,62,30.7,24.2,30.6,37.1,28.4,26,29.3,29.3,63
2/28/2008,89,96,70,29.8,23.4,30.8,36.8,28,25.5,49.2,49.2,63
2/29/2008,90,98,78,28,23.4,30.2,34.8,28.5,25.1,25.5,25.5,63
3/1/2008,88,96,74,29,23.7,30.3,35.1,28,25.5,80.2,80.2,65
3/2/2008,82,94,63,30,23.2,31.4,36.3,27.5,26.3,1.2,1.2,53
3/3/2008,86,96,75,30.2,23.3,31.5,38.8,28,26,3,3,61
3/4/2008,83,95,67,29.1,23.8,31.4,35.7,28.7,26.3,0.6,0.6,51
3/5/2008,86,94,70,28.4,23.8,30.8,34.3,28.6,25.7,1.4,1.4,51
3/6/2008,90,96,80,28.4,23.4,30.7,36.3,28.1,25.3,15.5,15.5,63
3/7/2008,86,98,66,30.6,22.7,31.6,38.1,27.6,26.2,2.2,2.2,61
3/8/2008,77,96,54,30,22.3,29.8,34.8,25.4,25.8,0,0,3
3/9/2008,88,95,76,27.6,22.9,30.2,33.2,27.3,25.2,33.7,33.7,63
3/10/2008,89,97,74,27.8,23.4,29.7,32.7,27.4,25,65.4,65.4,65
3/11/2008,91,97,80,27.7,23.4,29.6,33.9,27.7,24.7,42.6,42.6,63
3/12/2008,87,96,71,29.3,23.3,31.1,36.1,28.1,25.7,7.8,7.8,63
3/13/2008,86,96,68,29.7,23.3,31.1,36.7,27.7,25.9,7,7,63
3/14/2008,88,96,75,30,23.1,31.7,38.9,27.7,25.9,26.3,26.3,63
3/15/2008,92,97,79,27.4,24.1,30.2,31.9,29,25.1,54,54,65
3/16/2008,90,96,80,27.2,23.4,29.7,31.6,27.7,24.9,11.2,11.2,55
3/17/2008,90,97,77,27.9,23.4,30.2,33,28.1,25.1,15.2,15.2,63
3/18/2008,91,97,75,28,23.6,29.9,33.2,28.6,25,28,28,63
3/19/2008,87,94,77,28.6,23.5,30,33.8,27.3,25.6,5.5,5.5,61
3/20/2008,85,93,75,28.2,24.3,29.6,32.2,27.9,25.7,10.1,10.1,63
3/21/2008,86,91,77,28.8,24.2,29.4,33.9,27.4,25.9,0.6,0.6,51
3/22/2008,84,91,75,29.6,23.8,30.7,36.3,27.6,26.3,4,4,61
3/23/2008,82,91,71,29.2,24.2,31.3,34.9,28.5,26.6,2.4,2.4,51
3/24/2008,85,94,76,28.6,24.5,31.9,36.3,29.6,26.5,5.1,5.1,55
3/25/2008,84,96,68,29.7,23.8,31.9,35.6,28.7,26.6,1.4,1.4,51
3/26/2008,85,95,75,29.4,23.7,32.1,36.4,28.3,26.6,2.6,2.6,53
3/27/2008,82,94,70,29.6,24.8,32.6,35.9,29.9,27,1.7,1.7,51
3/28/2008,86,96,71,29.9,24.1,31.9,37.7,29,26.4,3.9,3.9,53
3/29/2008,86,96,74,29.3,23.7,31.7,35.4,28.7,26.3,2.1,2.1,55
3/30/2008,85,94,76,29.6,24.4,31.8,36.8,28.8,26.5,2.7,2.7,53
3/31/2008,89,93,83,28.7,24.6,31.2,35.8,29.2,26.1,3.6,3.6,61
4/1/2008,87,96,73,29.9,23.8,31.8,37.5,28.7,26.3,5.2,5.2,61
4/2/2008,88,96,72,30,23.8,31.5,37.3,28.7,26.1,11.2,11.2,63
4/3/2008,85,95,71,30.1,23.8,31.6,37.1,28.5,26.3,4.4,4.4,61
4/4/2008,86,92,79,29.1,24.3,31.4,36.1,28.7,26.3,2.1,2.1,51
4/5/2008,85,94,69,30.6,24,32.2,39.4,28.7,26.4,1.5,1.5,53
4/6/2008,86,96,69,30,23.5,31.7,36.9,28.5,26.1,20.6,20.6,63
4/7/2008,89,97,76,30.1,23.6,31.7,38.1,28.5,26,21.4,21.4,63
4/8/2008,89,97,76,29.9,23.9,31.3,37.5,28.9,25.7,26.1,26.1,63
4/9/2008,88,95,70,29.6,23.8,31,35.9,28.6,25.6,24.6,24.6,63
4/10/2008,91,97,81,28,23.9,30.7,34.7,29.1,25.3,23.6,23.6,63
4/11/2008,88,96,75,29,23.2,30.6,35.2,27.5,25.6,20.7,20.7,63
4/12/2008,88,94,79,28.2,23.9,30.7,33.9,28.2,25.9,4.8,4.8,61
4/13/2008,87,95,72,29.5,23.7,31.9,37.3,28.4,26.4,4.3,4.3,61
4/14/2008,85,96,72,30.5,24.2,32.6,38.4,29.4,26.8,5.4,5.4,61
4/15/2008,86,96,71,30.2,23.7,31.5,36.9,28.1,26.2,13.3,13.3,61
4/16/2008,88,96,72,29.5,23.7,31.3,36.2,28.5,25.9,9.5,9.5,63
4/17/2008,87,95,70,29.9,24.4,32,37.9,29.7,26.4,7.6,7.6,61
4/18/2008,88,96,77,29.9,23.9,32.3,37.3,28.8,26.6,6.6,6.6,61
4/19/2008,85,94,73,30.7,24.9,33.1,38,30.4,27.3,2.3,2.3,53
4/20/2008,89,95,79,29.6,24,32.4,37.6,29.1,26.7,0.7,0.7,51
4/21/2008,87,96,78,30.2,24.6,33,37.3,29.7,27.2,3.7,3.7,53
4/22/2008,88,96,77,30.7,25.2,33.7,38.7,30.8,27.6,2.2,2.2,53
4/23/2008,86,95,76,30.4,25.6,33.7,37.4,31.4,27.8,4.5,4.5,53
4/24/2008,90,94,80,29.2,25,31.9,36.2,30.2,26.4,7.3,7.3,61
4/25/2008,90,96,78,29.2,24,31.3,37.1,28.6,25.9,8.7,8.7,55
4/26/2008,91,96,82,28.8,24.5,31.3,35.8,29.6,25.8,14.3,14.3,63
4/27/2008,91,96,79,28,24.5,30.5,33,29.3,25.7,13.1,13.1,61
4/28/2008,91,95,84,27.2,24.7,30.9,32.2,29.4,25.8,13.1,13.1,61
4/29/2008,89,94,82,28.9,25,31.6,34.2,29.6,26.6,4.1,4.1,53
4/30/2008,87,94,79,29.3,25.3,31.8,35.1,30.1,26.9,4.7,4.7,53
5/1/2008,89,94,82,29.1,25.2,31.7,35.1,30,26.8,2.3,2.3,51
5/2/2008,87,93,80,28.5,25.9,31.5,33.8,30.4,26.9,3.1,3.1,55
5/3/2008,87,94,76,29.2,25,31.4,35.2,29.5,26.9,2.5,2.5,51
5/4/2008,87,93,80,29.1,24.8,31.3,35.1,29.1,26.6,1.9,1.9,51
5/5/2008,89,94,80,29.1,24.8,31.2,35.5,29.1,26.4,6.6,6.6,61
5/6/2008,87,92,81,27.9,24.8,30.9,32.4,29.1,26.4,3.2,3.2,53
5/7/2008,87,94,81,28.6,25.2,31.5,34.5,30.5,26.6,5.2,5.2,63
5/8/2008,87,93,81,29,24.9,31.1,35,29.4,26.4,5.1,5.1,61
5/9/2008,88,95,81,28.5,24.4,31.2,34.6,29.4,26.3,4,4,53
5/10/2008,81,92,69,29.5,24.8,31.7,34.1,30.1,27.2,0.3,0.3,51
5/11/2008,88,93,81,27.8,25.2,30.8,32.3,29.7,26.3,4,4,55
5/12/2008,88,94,81,28.6,24.3,30.2,34.7,28.3,25.9,8.7,8.7,61
5/13/2008,88,94,77,29.6,24.5,31.2,35.5,28.4,26.5,8.4,8.4,61
5/14/2008,89,94,81,29.1,24.7,31.1,35.3,28.9,26.3,10.5,10.5,61
5/15/2008,88,94,79,28.5,24.8,30.6,33.2,29.1,26.2,6,6,61
5/16/2008,89,94,83,27.8,25.2,31.2,32.4,30.3,26.4,8.7,8.7,61
5/17/2008,87,94,76,29.5,24.9,31.8,34.5,29.8,26.9,5.9,5.9,53
5/18/2008,88,95,80,28.8,25.2,32.1,35,30.1,26.8,9.7,9.7,61
5/19/2008,88,94,83,29.3,25.3,32.4,35.9,30.5,27.1,4.1,4.1,53
5/20/2008,86,92,80,29.8,25.7,32.7,36.4,30.9,27.3,2.9,2.9,53
5/21/2008,83,96,71,29.8,24.5,31.9,35.1,29.4,27,3,3,51
5/22/2008,89,94,81,29.5,24.5,31.9,36.2,29.3,26.5,8.4,8.4,61
5/23/2008,89,95,79,28.3,24.4,31.2,34.1,29,26.2,5.8,5.8,55
5/24/2008,84,95,73,29.3,24.1,31.5,34.6,28.6,26.6,2.7,2.7,55
5/25/2008,85,92,74,29.5,24.9,32,35.3,29.5,27.1,2.8,2.8,61
5/26/2008,88,93,79,28.7,24.9,31.2,33.7,29.4,26.3,8.5,8.5,63
5/27/2008,88,95,79,28.4,24.3,30.7,33.3,28.6,26,11.5,11.5,63
5/28/2008,87,94,78,28.9,24.4,30.4,33.9,28.5,26.1,7.6,7.6,61
5/29/2008,88,95,78,28.2,24.3,30.3,32.3,29,26,7.3,7.3,55
5/30/2008,89,95,81,28.4,24.4,30.8,34,29.4,25.9,12.8,12.8,63
5/31/2008,89,94,75,29.3,24.3,30.5,35,29,25.7,11.6,11.6,61
6/1/2008,90,95,83,27.8,24.4,30.3,33,28.9,25.6,22.3,22.3,63
6/2/2008,90,95,82,27.7,24.5,30.7,32.7,28.9,25.8,14.4,14.4,61
6/3/2008,89,94,83,28.4,24.3,30.9,35,29,25.8,20,20,63
6/4/2008,88,95,80,29.4,24.5,32.4,36.9,30,26.6,9.3,9.3,61
6/5/2008,89,95,82,29.3,24.5,32.5,36.9,29.3,26.8,22.2,22.2,63
6/6/2008,85,90,76,29.3,26,32.7,34.6,31,27.4,6.7,6.7,61
6/7/2008,89,95,81,27.7,24.5,31.1,32.6,28.9,26,22.2,22.2,63
6/8/2008,90,96,83,28.9,24.9,31.4,35.4,30.1,26.1,10.4,10.4,61
6/9/2008,90,96,72,29.5,24.2,31.5,34.9,29.1,26.1,15.6,15.6,63
6/10/2008,83,95,70,29.5,24.9,32.3,34.3,29.8,27.2,4.5,4.5,61
6/11/2008,86,93,77,29.5,24.5,32.1,36.5,29.5,26.9,6.7,6.7,61
6/12/2008,83,91,72,29.4,25.9,32.3,34.7,31,27.4,5.5,5.5,53
6/13/2008,85,90,72,29.5,25.7,32.1,35.1,30.1,27.2,5.6,5.6,53
6/14/2008,86,92,76,28.8,25.6,31.7,33.9,30.6,26.9,8.2,8.2,61
6/15/2008,86,91,78,29.1,25.7,32,34.5,30.1,27,5,5,61
6/16/2008,82,91,67,29.8,25.6,31.9,34.7,30.5,27.3,0.5,0.5,51
6/17/2008,86,93,82,29.1,25.1,31.9,35.9,29.7,26.9,4.8,4.8,61
6/18/2008,90,95,80,28.1,24.8,30.8,33.1,29.5,26.1,9.7,9.7,61
6/19/2008,86,94,78,28.8,24.5,31.6,35,29.2,26.6,2.4,2.4,51
6/20/2008,87,93,77,28.7,24.8,31.2,34.1,29.5,26.5,4,4,53
6/21/2008,87,93,78,28.5,24.7,30.6,34,28.5,26.1,9.1,9.1,61
6/22/2008,88,93,79,28.1,24.7,30.1,32.1,28.8,25.9,22.1,22.1,63
6/23/2008,87,94,77,28.3,24.1,30,32,27.7,26,17.3,17.3,63
6/24/2008,87,93,80,28.2,25,31,32.7,29.6,26.4,15.5,15.5,63
6/25/2008,89,92,83,27.3,25.1,30.4,31.5,29.2,26.1,23,23,63
6/26/2008,86,91,79,28.4,25.7,31.6,34.1,30.6,26.7,8.1,8.1,61
6/27/2008,81,88,70,29.4,25.8,31.6,33.8,30.3,27.3,0.3,0.3,51
6/28/2008,84,91,74,28.6,25.4,31,33.3,30,26.6,2.4,2.4,53
6/29/2008,89,96,83,29.1,24.2,31.7,36.1,29.2,26.4,11.2,11.2,61
6/30/2008,87,95,77,29.2,24.3,31.8,35.4,29.2,26.5,7.9,7.9,63
7/1/2008,87,94,78,28.3,24.5,30.9,32.6,28.8,26.2,13.2,13.2,63
7/2/2008,81,90,69,29.7,22.8,31.3,35.5,26.5,26.7,0,0,3
7/3/2008,86,93,81,28.7,25,31.6,34.3,29.7,26.8,4.9,4.9,55
7/4/2008,89,94,82,28.9,24.8,31.1,35.2,29.5,26.3,3.7,3.7,51
7/5/2008,87,93,76,28.8,24.7,31.3,34.5,29.2,26.7,3.2,3.2,51
7/6/2008,90,93,84,27.5,24.7,30.5,32.4,28.9,26,4.4,4.4,55
7/7/2008,87,93,79,28.2,24.5,30.5,32.6,28,26.1,16.2,16.2,63
7/8/2008,88,94,77,28.6,25.5,31.4,33.4,30.5,26.5,5.4,5.4,61
7/9/2008,86,92,77,29.5,25.5,32.3,34.8,30.4,27.1,3.2,3.2,51
7/10/2008,89,95,82,28.6,24.6,31,34.6,29.2,26.1,4.1,4.1,61
7/11/2008,89,94,79,28.2,24.3,30.1,33.5,29,25.6,15.8,15.8,63
7/12/2008,84,94,73,29,24.1,31.2,33.8,28.4,26.5,3.8,3.8,61
7/13/2008,87,93,79,28.8,24.4,31.6,35.3,29.1,26.4,3.5,3.5,53
7/14/2008,88,94,82,27.4,24.4,30.2,32.1,28.2,25.8,9.5,9.5,61
7/15/2008,89,95,81,27.2,23.6,29.5,31.2,27.8,25.4,17.4,17.4,63
7/16/2008,84,93,73,28.2,24.5,29.5,30.8,28.1,26.1,5.8,5.8,61
7/17/2008,84,93,77,28.5,24.4,30.3,32.7,28.3,26.4,4.3,4.3,53
7/18/2008,87,93,79,27.9,24.5,29.8,31.8,28.6,25.9,28.9,28.9,65
7/19/2008,87,94,78,27.7,24.1,29.4,31.9,27.2,25.6,23.4,23.4,63
7/20/2008,86,94,76,28.8,24.3,30.5,33.9,28.8,26,18.8,18.8,63
7/21/2008,87,95,78,27.9,24.2,30.4,32.4,28.8,25.9,8.6,8.6,61
7/22/2008,88,94,80,28.3,24.8,30.7,33.4,28.5,26.1,17.4,17.4,61
7/23/2008,88,91,83,26.8,24.4,29,30.1,27.2,25.6,21,21,63
7/24/2008,86,90,78,28.2,25,30.3,33.4,28.8,26.2,7.2,7.2,61
7/25/2008,88,92,82,28.3,24.8,30.9,33.9,29.3,26.2,1,1,51
7/26/2008,86,92,75,28.3,24.6,30.3,32.8,29,26.1,2.3,2.3,51
7/27/2008,89,94,81,27.2,24.4,29.5,31.6,28.5,25.6,18.3,18.3,63
7/28/2008,89,94,81,27.3,24.4,29.8,31.5,28.5,25.7,16.6,16.6,63
7/29/2008,88,93,81,28.3,24.4,30.4,34,28.7,25.8,3.8,3.8,55
7/30/2008,89,94,80,28.5,24.1,30.8,35.6,28.8,25.9,2.3,2.3,53
7/31/2008,91,96,81,28,24.3,30.7,33.8,29.4,25.7,17.7,17.7,63
8/1/2008,90,96,80,28.6,24.4,31.1,35.8,29.3,26,19.4,19.4,63
8/2/2008,85,91,74,28.5,25.3,31.1,33.7,29.9,26.6,1.7,1.7,51
8/3/2008,85,91,75,28.2,25.2,30.6,32.1,30,26.4,2.2,2.2,51
8/4/2008,86,91,79,28.5,25.3,31.1,33.9,29.4,26.6,3.2,3.2,51
8/5/2008,86,94,75,28.4,24.7,30.4,32.6,29.1,26.3,3,3,53
8/6/2008,85,92,76,27.9,24.5,30.2,32,28.9,26.2,3.8,3.8,53
8/7/2008,86,91,79,28.3,24.9,30.1,33,28.9,26.3,1.9,1.9,51
8/8/2008,86,90,78,28.1,25.3,30.4,32.2,29,26.5,2.1,2.1,53
8/9/2008,89,94,81,27.8,24.9,30,32,29.2,25.9,9.2,9.2,61
8/10/2008,89,94,79,27.4,24.2,30.3,32.2,28.4,25.8,8.6,8.6,61
8/11/2008,90,95,80,28.5,23.9,30.2,34.7,28.2,25.6,3.5,3.5,53
8/12/2008,90,94,86,28,23.7,30.4,34,28,25.7,6.3,6.3,55
8/13/2008,89,96,78,28.1,23.8,30.6,34,28.1,25.8,13.3,13.3,63
8/14/2008,89,95,76,28.9,24.1,30.4,34.6,28.9,25.6,33.4,33.4,63
8/15/2008,86,92,75,28.3,24.9,30.7,33.7,29.8,26.3,5.9,5.9,55
8/16/2008,84,91,71,28.6,24.7,30.5,33.4,29.1,26.3,0.3,0.3,51
8/17/2008,87,91,80,28.8,24.8,31.1,35.2,29.2,26.4,4.6,4.6,61
8/18/2008,84,92,73,28.7,24.8,30.7,33.4,29.1,26.4,1.5,1.5,51
8/19/2008,86,94,74,28.7,24.4,30.9,34.3,28.9,26.3,2.5,2.5,51
8/20/2008,89,95,79,28.2,23.9,30.4,34,27.4,25.8,7.9,7.9,61
8/21/2008,87,95,79,27.8,24.2,30.3,32.3,28.8,25.8,13.7,13.7,63
8/22/2008,87,92,81,28.9,24.5,31.2,35.2,29,26.3,8.8,8.8,61
8/23/2008,86,94,72,28.7,24.2,30.9,33.2,28.9,26.3,4.7,4.7,53
